specObjID,psfMag_g,psfMag_r,psfMag_i,cModelMag_g,cModelMag_r,cModelMag_i,class
6015734979953881088,19.25454,19.32737,19.37671,19.21417,19.28812,19.37275,-1
2294611553753786368,16.18546,15.6337,15.41883,16.13191,15.53861,15.30788,-1
4333658648909377536,18.64627,18.32135,18.20182,18.65113,18.33032,18.18196,-1
1059509790939572224,21.09492,20.39108,20.23262,21.08692,20.3723,20.19351,-1
3575937350036987904,18.19693,17.44365,17.10985,18.19475,17.44526,17.09684,-1
1050555367118891008,20.40522,20.10957,20.10936,20.3895,20.10023,20.10512,-1
2149463923152152576,19.315,18.93966,18.76098,19.31713,18.93766,18.76161,-1
6024777912547995648,20.68132,20.63221,20.45823,20.64356,20.63115,20.46194,-1
4122012561871400960,17.27563,16.93203,16.83054,17.23893,16.93365,16.82329,-1
1025784740910753792,20.65114,19.983,20.25151,20.65805,19.95491,20.39106,-1
7283552706403954688,20.63442,20.6687,20.62401,20.64442,20.64883,20.59754,-1
1043868136006248448,18.49494,18.383,18.40538,18.48486,18.38546,18.41109,-1
2942129638752675840,22.95623,21.1933,18.46294,22.78004,21.11622,18.46806,-1
3552246722698780672,21.23064,19.68596,18.68403,21.21213,19.68797,18.68426,-1
3703250352481607680,21.44457,19.89005,18.98042,21.4529,19.90203,18.98859,-1
1436740965904705536,18.75039,18.61081,18.65629,18.71172,18.62116,18.63856,-1
4070297597817581568,21.66907,21.25801,21.11013,21.58729,21.28282,21.11211,-1
2657248637263833088,20.82966,19.28496,18.97755,20.83096,19.30508,18.6963,-1
772433349053540352,19.51698,19.61294,19.77544,19.47983,19.57151,19.77961,-1
7634905499494445056,21.36469,21.09483,20.99205,21.37001,21.04292,20.98462,-1
1293758549146494976,18.12798,17.82262,17.72431,18.12095,17.81405,17.71838,-1
1410868081890191360,21.60844,19.95322,17.83978,21.62715,19.934,17.84723,-1
2315001724294686720,18.45135,17.7826,17.46156,18.44707,17.78813,17.4721,-1
3271988901132134400,15.43388,15.12572,15.04113,15.4073,15.1404,15.02886,-1
4795429896883728384,21.57769,21.42053,20.91267,21.39571,21.38918,20.88171,-1
7599886050660118528,19.57738,19.53885,19.489,19.57507,19.52111,19.4611,-1
1070893579360036864,21.24939,21.31887,21.59879,17.06492,16.9272,16.9155,-1
3814639677089095680,16.6441,16.25741,16.10476,16.64275,16.24364,16.11114,-1
4284177876796502016,21.873,21.36963,21.22545,21.85891,21.36713,21.18649,-1
2954510687742748672,15.85838,15.25379,15.02575,15.8501,15.26541,15.06481,-1
6155505447396372480,19.33912,19.03327,18.92416,19.33678,19.03502,18.92433,-1
1873542024951523328,18.38031,17.63177,17.29587,18.38661,17.62036,17.33631,-1
5250237665609707520,20.16563,19.96422,19.83564,20.15016,19.91493,19.80625,-1
2450039632335759360,14.83321,14.7916,14.84083,14.81236,14.78443,14.84004,-1
630546042672146432,20.38672,18.79053,16.93128,20.42971,18.76768,16.92988,-1
657650099664480256,18.88736,17.60416,17.1661,18.84907,17.61534,17.14814,-1
7586417034176163840,20.61624,20.44042,20.1981,20.63004,20.45919,20.19055,-1
5962932032249720832,21.09718,20.89541,21.03285,21.07898,20.88073,21.04143,-1
8363383358520752128,18.30794,18.06741,17.80868,18.27116,18.0549,17.77265,-1
3902537661126123520,17.94126,17.55971,17.40578,17.91914,17.54946,17.41922,-1
8336170170771503104,21.2075,20.83554,20.60704,21.1785,20.83317,20.55245,-1
4834845189699465216,20.86141,19.86009,19.46353,20.87115,19.87088,19.46544,-1
1199116704400041984,20.45507,18.97746,18.12968,20.49043,18.98458,18.14301,-1
895227355033790464,17.46822,17.54487,17.65459,17.47052,17.53812,17.65905,-1
8263126315122227200,16.47373,16.16548,16.07383,16.44544,16.16806,16.07,-1
7208070683501981696,19.13845,18.23989,17.78906,19.0915,18.25112,17.75753,-1
2578439217180862464,19.21259,18.97899,19.08292,19.20799,18.96943,19.07405,-1
5867196731527720960,22.3913,20.90682,19.98066,21.54995,20.25344,19.51034,-1
1216098387082897408,21.60109,20.31003,18.90876,21.60528,20.25512,18.91545,-1
5213187692636598272,22.0413,21.8985,21.96947,21.8601,21.86743,21.81213,-1
2238330854445180928,18.90549,18.5939,18.57394,18.87992,18.609,18.56334,-1
8033557629215895552,19.40459,18.96248,18.79298,19.40971,18.94986,18.79901,-1
5665798915246190592,20.81698,20.58154,20.58434,20.75906,20.55691,20.59302,-1
8517645390123300864,21.12478,20.03166,19.5915,20.85138,19.82998,19.43652,-1
8332823807669237760,20.62533,20.10404,19.81281,20.59449,19.98612,19.66665,-1
5646565974569840640,20.25578,19.00709,18.26383,19.51915,18.31451,17.67084,-1
5070025780135391232,21.6963,21.53739,21.54239,21.50956,21.53716,21.53292,-1
8169651606666276864,16.0765,15.50709,15.27628,16.0467,15.50647,15.26374,-1
5791794695093547008,21.23413,20.97796,21.02156,21.13552,20.9671,20.95291,-1
6062092039196700672,21.30108,21.02837,21.03888,21.2413,21.03359,20.91223,-1
1227291695180179456,20.26789,18.95032,18.39355,20.26814,18.94208,18.38132,-1
3718920867749666816,17.76139,16.69508,16.37825,17.75971,16.69347,16.35612,-1
2546946745292580864,19.50852,18.93918,18.65829,19.52054,18.94257,18.67025,-1
4466689667479826432,21.7541,21.53164,21.4728,21.76129,21.49541,21.42908,-1
319869126002632704,19.28113,19.24656,19.01122,19.24172,19.12542,18.8354,-1
2481536236284569600,18.15533,16.72841,15.48981,18.17011,16.73102,15.49568,-1
5507967861484351488,20.83439,20.65346,20.55976,20.7573,20.65932,20.5372,-1
3219070780759369728,17.47278,17.10917,16.96379,17.44683,17.09905,16.96829,-1
2601962179078940672,18.18857,17.69763,17.49832,18.16583,17.689,17.48715,-1
4328094296227639296,16.89828,16.57558,16.46124,16.87186,16.57851,16.47507,-1
3858536304975388672,17.98289,17.63818,17.46905,17.97177,17.62042,17.46656,-1
3159422822275639296,17.44349,16.86185,16.64274,17.43426,16.82138,16.59004,-1
4314616757035397120,22.42098,20.98265,20.6644,22.35682,20.99281,20.61241,-1
1620315426741315584,18.74411,18.5252,18.47982,18.73641,18.50922,18.49878,-1
4796504943991910400,21.89286,21.04284,20.2828,21.8932,20.79988,19.79624,-1
6640730375302344704,17.26536,16.94387,16.83023,17.27006,16.95683,16.82736,-1
5047663913052336128,18.78869,18.66042,18.64247,18.74441,18.65162,18.63716,-1
7292595640407355392,21.63082,21.41299,21.71701,21.6207,21.39046,21.67691,-1
4226770729117085696,21.07482,20.80266,20.64869,21.05577,20.72098,20.68871,-1
7255391465022091264,22.3281,21.00376,20.10975,22.34448,21.00498,19.84685,-1
1007841263501731840,19.10216,19.00376,19.14797,19.11187,19.01194,19.12805,-1
8339675413773744128,21.49879,20.06008,19.15723,21.5066,20.04276,19.14893,-1
3184090090984990720,20.27794,20.03675,19.87267,20.2586,20.03329,19.82279,-1
2687600656453232640,16.12232,15.71063,15.60694,16.12471,15.71775,15.60267,-1
7588594066813284352,19.62541,19.6796,19.55235,19.59558,19.66822,19.5292,-1
1202521892381026304,17.46414,16.36837,15.96002,17.45554,16.4084,15.99188,-1
657617664071460864,19.48566,19.25827,19.18979,19.48699,19.25863,19.17818,-1
1865766837787060224,17.89661,16.55593,16.52328,17.90284,16.55712,16.30876,-1
4298949819928080384,21.09992,20.72135,20.60992,21.0641,20.68882,20.56699,-1
4230148978928971776,21.60096,20.90726,20.38252,21.59026,20.89572,20.36704,-1
7243079683570069504,19.54795,19.17253,19.15238,19.53183,19.18638,19.15618,-1
3916017673850429440,19.11018,18.65074,18.41837,19.07949,18.63048,18.42172,-1
4974289933331787776,20.44024,20.4256,20.40402,20.42821,20.42751,20.41345,-1
6826464003524063232,19.36193,19.11637,18.93143,19.3412,19.10517,18.92953,-1
2492873849041872896,18.58635,18.85075,19.04733,18.58484,18.85216,19.05912,-1
5325711437862727680,23.21619,22.07315,21.06554,20.69109,21.02118,19.77285,-1
8263135110997145600,22.1935,21.70402,21.24843,22.21177,21.57381,21.18956,-1
6924495087360208896,20.05713,19.72058,19.53292,20.05106,19.70124,19.54699,-1
7226101025265610752,21.49968,20.97993,20.75281,21.41743,20.98025,20.68884,-1
5106073548712767488,17.93097,17.57665,17.41767,17.90036,17.56849,17.41495,-1
3253992368310872064,16.52263,16.19004,16.08207,16.53349,16.21247,16.08229,-1
3529732296984862720,18.68932,18.2925,18.12822,18.69973,18.28062,18.11987,-1
903091885336193024,20.3196,19.92479,19.80296,20.31479,19.92618,19.7924,-1
2588584685579823104,16.81011,16.09211,15.75954,16.81639,16.084,15.75342,-1
4456442762573312000,21.66411,21.42402,21.23963,21.68124,21.41714,21.23506,-1
6530383667142520832,21.99967,22.08134,22.01266,21.95489,21.92841,21.81825,-1
7522267952315035648,19.8863,19.68617,19.60688,19.86804,19.66853,19.59469,-1
7115912369637355520,20.98686,20.87712,20.94736,20.96811,20.8178,20.9696,-1
870360250270640128,20.1568,19.23016,18.73633,20.17027,19.21581,18.7609,-1
3631082256568786944,18.63608,18.01271,17.7768,18.62166,17.9969,17.79455,-1
3291037115214751744,19.51449,19.2363,19.20003,19.49744,19.22718,19.16722,-1
5370748263769763840,24.31333,23.58876,21.11771,21.31961,23.36942,21.04116,-1
2646009979781277696,16.35337,16.02702,15.94502,16.31879,16.01055,15.91916,-1
3172827521490118656,19.3763,19.16985,19.04919,19.3508,19.19617,19.07333,-1
1847758203526342656,21.31678,19.18045,17.65816,21.33928,19.17563,17.6565,-1
1951307460102875136,19.50599,19.44658,19.18313,19.48224,19.4294,19.12919,-1
3597410262371639296,20.12031,19.65919,19.47856,20.1142,19.65774,19.46171,-1
3837093628690407424,18.49672,18.19586,18.08677,18.46463,18.19041,18.09019,-1
1027965347463981056,21.11744,19.47174,18.24968,21.12591,19.45767,18.23583,-1
5322250451193360384,21.87264,21.91405,21.77898,21.88094,21.89731,21.77164,-1
6983967672632012800,20.24993,20.12155,20.18173,20.22485,20.12885,20.16642,-1
4288776038853046272,19.22263,18.41692,18.37655,19.09489,18.41332,18.25146,-1
3559000197155627008,17.53746,17.49933,17.50858,17.51841,17.48421,17.48362,-1
4257187064921649152,23.08174,22.6717,20.44359,22.82089,22.62965,20.40207,-1
